image_name,word_count,line_count,char_count,text_area_ratio,dominant_text_position,avg_text_width,avg_text_height,font_width_std,font_height_std,font_variety_estimation,flesch_score,readability,edge_count,edge_density,mean_edge_orientation,std_edge_orientation,edge_orientation_histogram,contour_count,avg_contour_length,height,width,symmetry_left_right,symmetry_top_bottom,aspect_ratio,balance_left_right,balance_top_bottom,rule_of_thirds_score
217.png,1.0,1.0,4.0,1.0086963345216091,top,207.89,101.34,45.12,8.72,Likely varied fonts/styles,120.21,Very Easy (5th grade),10376,0.08134466430430556,75.35558070799812,52.49068106372685,"[0.20923284502698536, 0.06196993060909792, 0.08683500385505012, 0.3958172706245181, 0.03296067848882035, 0.04847725520431766, 0.05397070161912105, 0.11073631457208943]",74,232.43159838302716,286,446,0.735,0.749,1.559,0.991,0.994,0.13
218.png,2.0,1.0,12.0,0.6782369146005509,top,346.0,74.0,0.0,0.0,Insufficient text,-6.69,Very Confusing (College graduate),5229,0.031315127560186846,79.74250430062794,59.36817768087791,"[0.2109389940715242, 0.16006884681583478, 0.12545419774335437, 0.08204245553643144, 0.10269650028686174, 0.07343660355708548, 0.07687894434882386, 0.16848345764008416]",72,103.79459588726361,242,690,0.783,0.71,2.851,0.895,0.827,0.068
219.png,2.0,1.0,3.0,0.5418040717597259,top,116.0,90.0,0.0,0.0,Insufficient text,120.21,Very Easy (5th grade),181,0.00036484579721830275,50.57062792001457,32.83844017475281,"[0.22099447513812154, 0.2430939226519337, 0.20441988950276244, 0.18232044198895028, 0.143646408839779, 0.0, 0.0, 0.0055248618784530384]",1,334.35028517246246,550,902,0.907,0.915,1.64,0.801,0.802,0.001
22.png,,,,,,,,,,,0.0,No readable text detected,8771,0.07814504632929437,92.8443547635619,57.979342246018746,"[0.18618173526393797, 0.056778018469957815, 0.06681108197468932, 0.15517044806749516, 0.16543153574278874, 0.09257781324820431, 0.08003648386728993, 0.19701288336563677]",114,135.22493590074674,122,920,0.681,0.744,7.541,0.958,0.983,0.161
220.png,1.0,1.0,10.0,0.8707935553383949,top,1004.0,176.0,0.0,0.0,Insufficient text,-132.58,Very Confusing (College graduate),7954,0.024912926908717332,90.42350542697302,70.27746547517381,"[0.3007291928589389, 0.054940910233844606, 0.048277596178023637, 0.07606235856172995, 0.09026904702036712, 0.06336434498365602, 0.08398290168468694, 0.28237364847875285]",49,176.37978830142896,318,1004,0.764,0.703,3.157,0.983,0.847,0.057
221.png,2.0,1.0,16.0,0.6162524654832348,top,318.0,54.0,0.0,0.0,Insufficient text,77.91,Fairly Easy (7th grade),12190,0.08014464168310322,94.10231371354541,60.6553387742555,"[0.20598851517637407, 0.07054963084495489, 0.046103363412633304, 0.14372436423297785, 0.15086136177194423, 0.044052502050861364, 0.09647251845775226, 0.24224774405250205]",54,338.4493916432063,338,450,0.792,0.788,1.331,0.885,0.859,0.142
222.png,1.0,1.0,9.0,0.9318597260890351,center,872.0,152.0,0.0,0.0,Insufficient text,-132.58,Very Confusing (College graduate),5758,0.04048201580471892,85.3140026716289,63.56440183613,"[0.25477596387634593, 0.10003473428273706, 0.04289683918027093, 0.10263980548801667, 0.136158388329281, 0.033692254254949636, 0.1545675581799236, 0.17523445640847515]",21,439.41028033551714,162,878,0.691,0.848,5.42,0.918,0.939,0.062
223.png,4.0,3.0,16.0,0.920690944106467,bottom,451.18,152.31,243.72,27.86,Likely varied fonts/styles,118.18,Very Easy (5th grade),6688,0.028955389304516486,90.43182115823917,60.7255555772537,"[0.21695574162679426, 0.054126794258373204, 0.07326555023923445, 0.13382177033492823, 0.14802631578947367, 0.07655502392344497, 0.0958433014354067, 0.2014055023923445]",30,325.71521695454913,288,802,0.801,0.803,2.785,0.995,0.933,0.062
224.png,,,,,,,,,,,0.0,No readable text detected,11995,0.09137515997318545,90.9257599501901,61.10380323977092,"[0.18365985827428094, 0.12897040433513965, 0.10854522717799082, 0.07569820758649437, 0.07778240933722384, 0.10104210087536473, 0.11504793664026677, 0.20925385577323885]",215,95.61610238108524,244,538,0.766,0.769,2.205,0.938,0.728,0.252
225.png,1.0,1.0,11.0,0.6511170814479638,center,483.0,77.0,0.0,0.0,Insufficient text,-47.98,Very Confusing (College graduate),3983,0.056320701357466064,91.28520077984868,57.56265808837308,"[0.17198091890534772, 0.08611599297012303, 0.12001004268139594, 0.09766507657544564, 0.12678885262365053, 0.10921416018076827, 0.11649510419281948, 0.17172985187044942]",56,107.24040070814746,136,520,0.833,0.792,3.824,0.975,0.857,0.043
226.png,7.0,3.0,27.0,1.06651688019272,center,255.24,90.29,138.47,17.46,Likely varied fonts/styles,87.95,Easy (6th grade),4187,0.06632976363982003,88.16230095755442,55.72434190416727,"[0.16240745163601625, 0.10269882971101027, 0.10437067112491044, 0.14568903749701456, 0.13422498208741343, 0.10054931932171006, 0.10890852639121089, 0.14115118223071413]",40,154.88214526772498,86,734,0.849,0.821,8.535,0.976,0.955,0.031
227.png,2.0,1.0,8.0,0.840373197625106,center,328.0,56.0,0.0,0.0,Insufficient text,77.91,Fairly Easy (7th grade),7970,0.04828547194959409,82.45542898397083,54.692647353690354,"[0.13889585947302385, 0.16787954830614807, 0.1578419071518193, 0.09786700125470514, 0.11242158092848181, 0.11016311166875785, 0.0917189460476788, 0.12321204516938519]",57,244.1695152625703,262,630,0.807,0.831,2.405,0.868,0.916,0.08
228.png,2.0,1.0,13.0,0.4050016507098052,bottom,181.0,31.0,51.0,11.0,Likely varied fonts/styles,54.73,Fairly Difficult (10th-12th grade),3193,0.05270716408055464,90.9037023075359,52.87192389120506,"[0.1399937362981522, 0.09927967428750391, 0.12120263075477607, 0.12590040714062012, 0.12276855621672408, 0.13122455371124334, 0.14030692139054182, 0.11932352020043846]",37,96.57750985106907,130,466,0.858,0.816,3.585,0.99,0.837,0.177
229.png,1.0,1.0,8.0,0.9242345254231398,center,812.0,131.0,0.0,0.0,Insufficient text,-47.98,Very Confusing (College graduate),5469,0.04751850693358357,91.16694707433794,56.055459809065965,"[0.16675809105869446, 0.10385810934357287, 0.061437191442676904, 0.14170780764307916, 0.16547814957030535, 0.07441945511062352, 0.1309197293837996, 0.15542146644724814]",36,226.20568820171886,138,834,0.693,0.764,6.043,0.91,0.96,0.212
23.png,1.0,1.0,8.0,0.984,center,984.0,128.0,0.0,0.0,Insufficient text,36.62,Difficult (College),5199,0.0406171875,91.52163043725304,55.07948194971833,"[0.1681092517791883, 0.09482592806308905, 0.04327755337564916, 0.16483939219080593, 0.17753414118099634, 0.06347374495095211, 0.13714175803039047, 0.15079823042892865]",12,604.9445484975973,128,1000,0.854,0.864,7.812,0.963,0.899,0.016
230.png,2.0,1.0,10.0,0.7329365079365079,center,162.0,30.0,0.0,0.0,Insufficient text,120.21,Very Easy (5th grade),1293,0.1282738095238095,87.14419309067719,57.03246435336696,"[0.1848414539829853, 0.10518174787316319, 0.09590100541376644, 0.12529002320185614, 0.12761020881670534, 0.09590100541376644, 0.10904872389791183, 0.15622583139984533]",22,77.29529985514554,56,180,0.842,0.847,3.214,0.944,0.99,0.219
231.png,1.0,1.0,9.0,1.0,center,1036.0,192.0,0.0,0.0,Insufficient text,36.62,Difficult (College),5813,0.029223978442728442,85.20878805121113,58.19270879561315,"[0.22552898675382763, 0.09444348873215207, 0.07448821606743505, 0.11147428178221229, 0.14106313435403406, 0.08274557027352486, 0.11543093067263031, 0.15482539136418372]",34,303.89790560217466,192,1036,0.58,0.792,5.396,0.643,0.852,0.035
232.png,6.0,2.0,37.0,0.6450519302371154,top,383.5,61.0,99.5,1.0,Likely varied fonts/styles,45.65,Difficult (College),7374,0.07225161669606114,84.7317022538909,67.73858628191876,"[0.3106861947382696, 0.07024681312720368, 0.054109031733116354, 0.075128831027936, 0.09696229997287768, 0.0652291836181177, 0.09221589368049905, 0.23542175210197994]",53,160.93417370319366,210,486,0.891,0.909,2.314,0.967,0.998,0.131
233.png,,,,,,,,,,,0.0,No readable text detected,1038,0.021232204221894944,92.61602623278915,51.60329886903871,"[0.1416184971098266, 0.06165703275529865, 0.06936416184971098, 0.16955684007707128, 0.2186897880539499, 0.11946050096339114, 0.10500963391136801, 0.11464354527938343]",6,220.17226852973303,126,388,0.893,0.918,3.079,0.958,0.914,0.042
234.png,1.0,1.0,3.0,1.0,center,546.0,238.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),6184,0.04758826607566104,70.08811513765112,52.784137036209856,"[0.1861254851228978, 0.23253557567917205, 0.20617723156532988, 0.07713454075032342, 0.042690815006468305, 0.06532988357050452, 0.0878072445019405, 0.10219922380336352]",120,92.86425936818122,238,546,0.854,0.869,2.294,0.905,0.849,0.033
235.png,3.0,1.0,15.0,0.8572152754308888,center,534.0,76.0,0.0,0.0,Insufficient text,119.19,Very Easy (5th grade),3114,0.06577391010476512,86.79762739318568,58.168035708840364,"[0.18914579319203598, 0.11046885035324341, 0.12106615285806037, 0.08670520231213873, 0.10115606936416185, 0.11143224149004496, 0.14547206165703275, 0.13455362877328195]",29,165.909627112849,88,538,0.808,0.853,6.114,0.991,0.962,0.191
236.png,1.0,1.0,6.0,0.9911223842739378,center,332.0,134.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),6980,0.11065313887127458,82.7956995046076,68.32689777018473,"[0.32034383954154727, 0.06977077363896848, 0.04899713467048711, 0.09813753581661891, 0.10716332378223496, 0.0505730659025788, 0.06246418338108883, 0.24255014326647564]",41,241.19431836430618,190,332,0.75,0.742,1.747,0.965,0.866,0.17
237.png,2.0,2.0,19.0,0.8547262859189465,top,550.0,113.0,102.0,1.0,Likely varied fonts/styles,77.91,Fairly Easy (7th grade),9314,0.06415130727057333,93.746105622634,57.08270234925396,"[0.15503543053467897, 0.10983465750483144, 0.09952759287094697, 0.10167489800300623, 0.09351513850118101, 0.11799441700665665, 0.1625509984968864, 0.15986686708181233]",86,174.82458404746166,218,666,0.763,0.785,3.055,0.827,0.922,0.154
238.png,1.0,1.0,1.0,0.5576470588235294,center,46.0,26.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),1201,0.05434389140271493,89.7302776218191,55.36776759797655,"[0.1623646960865945, 0.10241465445462115, 0.08659450457951708, 0.12489592006661115, 0.15070774354704414, 0.10657785179017486, 0.13655287260616153, 0.1298917568692756]",16,96.88934813439846,50,442,0.858,0.875,8.84,0.945,0.972,0.0
239.png,10.0,5.0,45.0,0.5313231850117096,center,215.6,46.0,83.11,15.07,Likely varied fonts/styles,52.87,Fairly Difficult (10th-12th grade),4608,0.04817664770826363,85.42459668965691,57.516863331277364,"[0.1911892361111111, 0.11458333333333333, 0.09613715277777778, 0.11176215277777778, 0.13216145833333334, 0.08854166666666667, 0.13541666666666666, 0.13020833333333334]",46,117.76149757271227,112,854,0.77,0.867,7.625,0.848,0.951,0.128
24.png,,,,,,,,,,,0.0,No readable text detected,6764,0.0485083189902467,78.46859590351835,55.29344498911361,"[0.14355410999408633, 0.19101123595505617, 0.19012418687167357, 0.07406859846244826, 0.09476641040804258, 0.10733293908929628, 0.07332939089296274, 0.12581312832643407]",54,223.75193285279803,210,664,0.733,0.806,3.162,0.807,0.979,0.111
240.png,,,,,,,,,,,0.0,No readable text detected,4680,0.03494623655913978,76.73272891023898,43.8598388127282,"[0.2091880341880342, 0.043376068376068375, 0.03547008547008547, 0.2668803418803419, 0.3158119658119658, 0.04807692307692308, 0.030555555555555555, 0.05064102564102564]",23,360.5156646085822,240,558,0.838,0.898,2.325,0.946,0.961,0.039
241.png,5.0,2.0,27.0,0.7920512820512821,top,280.0,44.0,6.0,6.0,Likely uniform font,83.32,Easy (6th grade),3114,0.0998076923076923,86.46751376891969,63.048248521286936,"[0.24213230571612074, 0.10083493898522801, 0.07642903018625562, 0.08060372511239564, 0.10308285163776493, 0.09409120102761721, 0.11657032755298652, 0.18625561978163135]",32,118.47742066532373,100,312,0.749,0.711,3.12,0.96,0.984,0.23
242.png,3.0,1.0,16.0,0.6067073170731707,center,398.0,52.0,0.0,0.0,Insufficient text,119.19,Very Easy (5th grade),2149,0.06299835834896811,66.30180885455077,56.75504654209699,"[0.35039553280595626, 0.1237785016286645, 0.07259190321079571, 0.12005583992554676, 0.10795718939041414, 0.04839460214053048, 0.06514657980456026, 0.11167985109353187]",16,162.99011427909136,82,416,0.828,0.844,5.073,0.997,0.979,0.16
243.png,8.0,3.0,31.0,0.734895,bottom,423.0,81.0,264.87,41.86,Likely varied fonts/styles,92.97,Very Easy (5th grade),9142,0.04571,93.12454083481566,56.191152869689304,"[0.15510829140231897, 0.10096259024283527, 0.07646029315248304, 0.12196455917742288, 0.1414351345438635, 0.12316779698096697, 0.1199956245898053, 0.1609057099103041]",72,177.2796132299635,250,800,0.734,0.71,3.2,0.938,0.908,0.095
244.png,1.0,1.0,9.0,0.5163140201700613,center,746.0,112.0,0.0,0.0,Insufficient text,-132.58,Very Confusing (College graduate),7972,0.04926339727110935,88.96456155081212,53.51767028705364,"[0.15755143000501756, 0.09947315604616157, 0.0865529352734571, 0.15065228299046662, 0.1643251379829403, 0.10072754641244355, 0.10900652282990467, 0.13171098845960863]",80,165.09852964729072,208,778,0.8,0.815,3.74,0.996,0.92,0.153
245.png,,,,,,,,,,,0.0,No readable text detected,10382,0.03394052725180458,89.34797704925593,64.28511577827433,"[0.2563089963398189, 0.04555962242342516, 0.05124253515700251, 0.15324600269697553, 0.1340782122905028, 0.04758235407435947, 0.07243305721440955, 0.23954921980350607]",54,337.5016927410055,484,632,0.754,0.722,1.306,0.993,0.929,0.03
246.png,3.0,2.0,16.0,0.8744324135522179,top,742.0,134.5,62.0,5.5,Likely varied fonts/styles,62.79,Standard (8th-9th grade),15175,0.06625480265455816,89.13776814477121,52.28311801917921,"[0.13957166392092257, 0.09087314662273475, 0.0941021416803954, 0.17397034596375618, 0.18372322899505766, 0.07920922570016474, 0.11446457990115322, 0.12408566721581549]",131,184.53232826895388,280,818,0.639,0.568,2.921,0.986,0.979,0.075
247.png,4.0,4.0,24.0,0.5238430947216197,bottom,321.25,83.0,112.62,23.43,Likely varied fonts/styles,33.58,Difficult (College),6539,0.029550795372378886,86.61832322983177,59.33847015819464,"[0.224346230310445, 0.07248814803486772, 0.06927664780547484, 0.1338125095580364, 0.16332772595198042, 0.0793699342407096, 0.08655757761125554, 0.17082122648723047]",28,277.35861023409024,240,922,0.85,0.827,3.842,0.964,0.894,0.016
248.png,2.0,2.0,9.0,1.1504496519520948,center,264.0,201.5,43.0,0.5,Likely varied fonts/styles,120.21,Very Easy (5th grade),3860,0.04172251286263998,84.09039626910737,66.74828126843725,"[0.3132124352331606, 0.04559585492227979, 0.09689119170984456, 0.09948186528497409, 0.09326424870466321, 0.050518134715025906, 0.03756476683937824, 0.2634715025906736]",17,326.67156667569105,202,458,0.798,0.655,2.267,0.923,0.558,0.118
249.png,3.0,2.0,12.0,0.7914548472039467,top,183.0,46.0,67.0,14.0,Likely varied fonts/styles,90.99,Very Easy (5th grade),2379,0.07261904761904762,89.29185510340938,56.75768078853399,"[0.17065994115174443, 0.1034047919293821, 0.1034047919293821, 0.11433375367801597, 0.12442202606137033, 0.10172341319882304, 0.14543926019335857, 0.1366120218579235]",27,127.80275666272199,126,260,0.795,0.71,2.063,0.977,0.762,0.179
25.png,,,,,,,,,,,0.0,No readable text detected,5735,0.0422561155319776,86.36018642192677,60.31068007156735,"[0.23452484742807322, 0.08125544899738447, 0.0950305143853531, 0.11299040976460331, 0.10531822144725371, 0.0946817785527463, 0.08857890148212728, 0.18761987794245857]",31,194.47396401820643,234,580,0.84,0.823,2.479,0.912,0.894,0.089
250.png,,,,,,,,,,,0.0,No readable text detected,5849,0.10596014492753623,89.99676295976224,55.05550266394389,"[0.13284322106342963, 0.14805949734997437, 0.084287912463669, 0.11130107710719782, 0.14173362968028722, 0.08770730039322962, 0.18515985638570695, 0.10890750555650539]",69,131.5738377156465,184,300,0.794,0.744,1.63,0.94,0.713,0.191
251.png,,,,,,,,,,,0.0,No readable text detected,15889,0.04315786614515428,105.61036643513924,49.369262276579875,"[0.05947510856567437, 0.08716722260683492, 0.1288942035370382, 0.11215306186670024, 0.056705897161558314, 0.18434136824218011, 0.20687267921203348, 0.16439045880798037]",138,204.60076921141666,390,944,0.779,0.684,2.421,0.839,0.684,0.226
252.png,3.0,1.0,21.0,0.8844592100406053,center,599.0,64.0,0.0,0.0,Insufficient text,34.59,Difficult (College),3253,0.07505075673680325,89.55802435722678,62.98339545231786,"[0.23793421457116506, 0.07224100830003075, 0.06609283738087919, 0.11158930218260067, 0.1278819551183523, 0.08023363049492777, 0.08300030740854596, 0.2210267445434983]",21,181.22645725522722,72,602,0.803,0.827,8.361,0.989,0.872,0.083
253.png,3.0,3.0,12.0,0.7458365685828269,top,410.0,150.67,226.19,55.76,Likely varied fonts/styles,119.19,Very Easy (5th grade),8376,0.028032879059680313,91.18291577731816,60.59118612428806,"[0.22648042024832857, 0.053844317096466095, 0.053247373447946514, 0.11115090735434575, 0.1639207258834766, 0.07927411652340019, 0.1361031518624642, 0.1759789875835721]",27,475.31287485581856,442,676,0.748,0.731,1.529,0.991,0.966,0.044
254.png,5.0,3.0,21.0,0.554908054908055,center,202.0,53.33,39.9,18.93,Likely varied fonts/styles,83.32,Easy (6th grade),1725,0.027923465423465424,88.27445805922164,59.81344937812151,"[0.19826086956521738, 0.11826086956521739, 0.08521739130434783, 0.0944927536231884, 0.09565217391304348, 0.09855072463768116, 0.16057971014492753, 0.14898550724637682]",13,134.1205894763653,88,702,0.88,0.933,7.977,0.975,0.997,0.062
255.png,9.0,5.0,36.0,0.7484468999386127,top,274.6,76.4,147.71,40.74,Likely varied fonts/styles,103.7,Very Easy (5th grade),12893,0.07914671577655003,101.598170172164,56.57980887818873,"[0.14659117350500273, 0.07965562708446444, 0.06282478864500117, 0.08531761420926084, 0.10354455906305747, 0.1316218102846506, 0.23446831614054137, 0.1559761110680214]",133,151.56891064088148,362,450,0.844,0.812,1.243,0.982,1.0,0.172
256.png,0.0,0.0,0.0,0.9883720930232558,center,660.0,170.0,0.0,0.0,Insufficient text,119.19,Very Easy (5th grade),3581,0.03154510218463707,69.72564225730395,72.19518339379978,"[0.45127059480592013, 0.06059759843619101, 0.0332309410779112, 0.05249930187098576, 0.06087685004188774, 0.06366936609885507, 0.059201340407707345, 0.21865400726054174]",12,416.5145727097988,172,660,0.755,0.849,3.837,0.942,0.9,0.0
257.png,0.0,0.0,0.0,0.5533825765086919,bottom,430.0,38.0,0.0,0.0,Insufficient text,114.12,Very Easy (5th grade),4192,0.03463546830590257,94.08009479136274,58.64165263101472,"[0.18249045801526717, 0.07657442748091603, 0.08396946564885496, 0.09923664122137404, 0.10925572519083969, 0.10162213740458015, 0.18583015267175573, 0.1610209923664122]",35,188.6680960689272,164,738,0.858,0.876,4.5,0.889,0.881,0.031
258.png,,,,,,,,,,,0.0,No readable text detected,11698,0.06877131099353322,117.26192095807157,50.91200932476379,"[0.09206702000341939, 0.03915199179346897, 0.05428278338177466, 0.062318345016242095, 0.0971961018977603, 0.14857240553940845, 0.2768849375961703, 0.22952641477175587]",82,253.22996685563064,210,810,0.826,0.691,3.857,0.988,0.903,0.152
259.png,4.0,3.0,17.0,1.004310342124018,top,491.71,158.64,220.04,21.43,Likely varied fonts/styles,97.03,Very Easy (5th grade),7883,0.03430374238468233,92.79589831530171,63.42705458779471,"[0.23227197767347457, 0.06685272104528733, 0.06812127362679184, 0.10770011416973234, 0.10630470633007738, 0.07408347075986299, 0.10681212736267919, 0.23785360903209438]",21,429.41937115078883,300,766,0.742,0.726,2.553,0.928,0.939,0.086
26.png,2.0,1.0,10.0,0.975,center,712.0,195.0,0.0,0.0,Insufficient text,120.21,Very Easy (5th grade),5109,0.03587780898876405,89.19477339249585,72.74091754786052,"[0.3288314738696418, 0.03992953611274222, 0.04188686631434723, 0.089449990213349, 0.08984145625366999, 0.05030338618124878, 0.04149540027402623, 0.3182618907809748]",27,319.9079325199127,200,712,0.636,0.861,3.56,0.932,0.905,0.076
260.png,5.0,3.0,21.0,0.5188319230131077,center,170.0,46.67,32.62,14.82,Likely varied fonts/styles,83.32,Easy (6th grade),1400,0.029036004645760744,87.22788843881884,60.66608082891497,"[0.21142857142857144, 0.11428571428571428, 0.08642857142857142, 0.08642857142857142, 0.09642857142857143, 0.09785714285714285, 0.15714285714285714, 0.15]",14,120.5274213041578,82,588,0.856,0.897,7.171,0.97,0.866,0.094
261.png,4.0,2.0,28.0,0.6859499007936508,top,246.0,45.5,20.0,6.5,Likely uniform font,33.58,Difficult (College),2288,0.07093253968253968,92.65381407821582,63.03453477054005,"[0.2062937062937063, 0.09090909090909091, 0.0930944055944056, 0.09353146853146853, 0.08653846153846154, 0.08828671328671328, 0.10445804195804195, 0.2368881118881119]",38,72.70997138713535,112,288,0.879,0.85,2.571,0.998,0.873,0.073
262.png,1.0,1.0,1.0,0.4669811320754717,center,24.0,24.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),936,0.05256064690026954,88.0970254964392,60.34284312156916,"[0.20512820512820512, 0.1111111111111111, 0.07905982905982906, 0.10576923076923077, 0.11538461538461539, 0.08440170940170941, 0.12927350427350429, 0.16987179487179488]",14,89.66679481949124,56,318,0.901,0.951,5.679,0.904,0.991,0.062
263.png,2.0,1.0,15.0,0.8421418439716312,top,617.0,74.5,323.0,41.5,Likely varied fonts/styles,31.55,Difficult (College),6813,0.04831914893617021,92.72107146600237,59.442204004864365,"[0.1814178775869661, 0.095112285336856, 0.08880082195802143, 0.10215763980625275, 0.13606340819022458, 0.07896668134448848, 0.112432115074123, 0.20504917070306766]",80,146.47728346288204,150,940,0.832,0.791,6.267,0.92,0.873,0.005
264.png,1.0,1.0,5.0,0.3447462589459987,center,100.0,42.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),6686,0.06041711848478277,91.68759327680306,65.2459512225084,"[0.2524678432545618, 0.07747532156745439, 0.0550403828896201, 0.0885432246485193, 0.1153155848040682, 0.06296739455578822, 0.08615016452288364, 0.2620400837571044]",92,136.33801440829816,212,522,0.791,0.646,2.462,0.969,0.784,0.14
265.png,,,,,,,,,,,0.0,No readable text detected,2349,0.04289000876424189,87.30836880773043,68.53301503747434,"[0.32652192422307363, 0.038739889314601955, 0.039165602383993185, 0.07833120476798637, 0.14985100042571306, 0.04597701149425287, 0.04810557684120902, 0.27330779054916987]",22,120.31089738824151,84,652,0.819,0.916,7.762,0.901,0.993,0.012
266.png,1.0,1.0,10.0,0.8947156652360515,top,462.0,91.0,0.0,0.0,Insufficient text,-47.98,Very Confusing (College graduate),5527,0.06177351573676681,64.87194136885326,45.88223176220376,"[0.10041613895422472, 0.37036366925999636, 0.1642844219287136, 0.1322598154514203, 0.059887823412339426, 0.05156504432784512, 0.051022254387552014, 0.07020083227790845]",23,315.0253307871197,192,466,0.82,0.824,2.427,0.975,0.963,0.115
267.png,,,,,,,,,,,0.0,No readable text detected,3905,0.019616806655146084,94.22256239058554,54.43866034505163,"[0.1295774647887324, 0.10115236875800256, 0.06734955185659411, 0.12906530089628682, 0.17900128040973112, 0.141101152368758, 0.11139564660691421, 0.1413572343149808]",21,265.93857795851574,298,668,0.692,0.725,2.242,0.769,0.917,0.056
268.png,7.0,3.0,16.0,0.4810012836970475,center,149.67,45.33,26.74,1.89,Likely varied fonts/styles,115.13,Very Easy (5th grade),2439,0.03913671373555841,90.75945058237816,58.94844834600486,"[0.1877818778187782, 0.0951209512095121, 0.07708077080770807, 0.1070110701107011, 0.14063140631406315, 0.10537105371053711, 0.12300123001230012, 0.16400164001640016]",25,150.72590071201324,82,760,0.866,0.919,9.268,0.978,0.942,0.164
269.png,4.0,4.0,13.0,0.4623376623376623,center,87.5,36.5,33.21,0.87,Likely varied fonts/styles,97.03,Very Easy (5th grade),1343,0.04844877344877345,95.07371227707942,58.61238382958005,"[0.1712583767684289, 0.09233060312732688, 0.07222635889798958, 0.12360387192851824, 0.13849590469099032, 0.08637379002233805, 0.09828741623231571, 0.21742367833209233]",13,109.26201503093426,66,420,0.851,0.909,6.364,0.965,0.995,0.181
27.png,0.0,0.0,0.0,0.5233743962333076,top,126.0,60.0,0.0,0.0,Insufficient text,120.21,Very Easy (5th grade),9550,0.048453545480375046,83.17695025760585,59.026419850809646,"[0.2476439790575916, 0.03706806282722513, 0.059162303664921465, 0.14146596858638744, 0.2425130890052356, 0.06492146596858639, 0.037801047120418846, 0.1694240837696335]",49,235.6748055827861,284,694,0.799,0.669,2.444,0.91,0.884,0.093
270.png,,,,,,,,,,,0.0,No readable text detected,4756,0.044037037037037034,91.54934845959775,77.7822919930171,"[0.3788898233809924, 0.027333894028595457, 0.022287636669470142, 0.06097560975609756, 0.056980656013456685, 0.021236333052985702, 0.038057190916736754, 0.39423885618166526]",34,275.5913497595226,150,720,0.756,0.845,4.8,0.893,0.683,0.037
271.png,6.0,3.0,33.0,0.5459808612440191,bottom,281.33,53.33,85.52,2.49,Likely varied fonts/styles,73.85,Fairly Easy (7th grade),5783,0.06917464114832536,95.04910202117937,60.27395538015975,"[0.1890022479681826, 0.0876707591215632, 0.049282379387860974, 0.1208715199723327, 0.13384056717966453, 0.064499394777797, 0.15753069341172402, 0.19730243818087498]",68,144.9581616170266,152,550,0.756,0.8,3.618,0.856,0.904,0.06
272.png,8.0,3.0,30.0,0.9119525747035919,top,193.0,44.75,98.94,22.08,Likely varied fonts/styles,112.09,Very Easy (5th grade),7387,0.08079581747385921,91.48934134932554,63.48877938032322,"[0.22823879788818194, 0.08718018139975633, 0.07905780425071071, 0.07404900500879924, 0.08447272235007446, 0.08718018139975633, 0.1566265060240964, 0.2031948016786246]",72,123.95861110753484,114,802,0.746,0.782,7.035,0.816,0.95,0.05
273.png,,,,,,,,,,,0.0,No readable text detected,13787,0.07327274659863946,106.28911615331309,52.149200711011865,"[0.10843548270109524, 0.06854283020236454, 0.07485312250670922, 0.07630376441575397, 0.11227968376006382, 0.1876405309349387, 0.21861173569304418, 0.15333284978603032]",80,250.22085538953542,224,840,0.788,0.728,3.75,0.982,0.854,0.414
274.png,1.0,1.0,6.0,0.9812623274161736,center,597.0,230.0,0.0,0.0,Insufficient text,121.22,Very Easy (5th grade),4598,0.032858817139753596,42.668406555916796,40.27689600017475,"[0.5474119182253153, 0.13179643323183993, 0.053066550674206174, 0.09721618094823836, 0.10591561548499348, 0.0234884732492388, 0.02174858634188778, 0.01935624184428012]",11,440.81102255257696,234,598,0.705,0.693,2.556,0.927,0.931,0.071
275.png,4.0,3.0,22.0,0.5433460884353741,top,172.33,50.0,11.9,14.9,Likely varied fonts/styles,97.03,Very Easy (5th grade),2894,0.06152210884353741,85.74652271109349,56.170821182084886,"[0.1855563234277816, 0.0912232204561161, 0.09018659295093297, 0.14754664823773325, 0.1523842432619212, 0.10366275051831375, 0.10158949550794748, 0.12785072563925362]",34,110.2216866647496,112,420,0.828,0.84,3.75,0.904,0.785,0.198
276.png,1.0,1.0,6.0,0.918918918918919,center,696.0,170.0,0.0,0.0,Insufficient text,36.62,Difficult (College),5789,0.044959614787200994,94.81099890321894,51.862735919691076,"[0.10554499913629296, 0.13301088270858524, 0.11314562100535498, 0.09500777336327518, 0.10623596476075316, 0.14389359129383314, 0.19727068578338228, 0.10589048194852306]",90,115.64010449647904,174,740,0.858,0.874,4.253,0.929,0.895,0.172
277.png,6.0,1.0,26.0,0.6336633663366337,center,384.0,44.0,0.0,0.0,Insufficient text,87.95,Easy (6th grade),2066,0.07748274827482748,87.67321353884607,68.38963687514071,"[0.3005808325266215, 0.07260406582768635, 0.061955469506292354, 0.06098741529525654, 0.0696999031945789, 0.0643756050338819, 0.12633107454017425, 0.24346563407550822]",22,117.68667128411207,66,404,0.907,0.954,6.121,0.975,0.993,0.181
